"customer_id","churn_probability","tenure_in_months","monthly_charge","contract","internet_type","online_security","premium_tech_support"
"0463-WZZKO",0.743333333333333,33,95.8,"One Year","Fiber Optic","No","No"
"0463-ZSDNT",0.92,3,70.4,"Month-to-Month","Fiber Optic","No","No"
"0464-WJTKO",0.763333333333333,21,86.5,"Month-to-Month","Fiber Optic","No","No"
"0468-YRPXN",0.84,5,69.75,"Month-to-Month","Fiber Optic","No","No"
"0471-ARVMX",0.856666666666667,7,76.45,"Month-to-Month","Fiber Optic","Yes","No"
"0471-LVHGK",0.953333333333333,2,89.55,"Month-to-Month","Fiber Optic","No","No"
"0475-RIJEP",0.8,6,69.25,"Month-to-Month","Fiber Optic","No","No"
"0479-HMSWA",0.863333333333333,1,45.6,"Month-to-Month","DSL","No","No"
"0480-BIXDE",0.866666666666667,29,89.2,"Month-to-Month","Fiber Optic","No","No"
"0480-KYJVA",0.63,30,51.2,"Month-to-Month","DSL","No","Yes"
"0481-SUMCB",0.96,31,73.9,"Month-to-Month","Fiber Optic","No","No"
"0484-FFVBJ",0.716666666666667,3,35.45,"Month-to-Month","DSL","Yes","No"
"0484-JPBRU",0.8,4,50.7,"Month-to-Month","DSL","No","No"
"0485-ZBSLN",0.83,14,89.8,"Month-to-Month","Fiber Optic","No","No"
"0486-HECZI",0.793333333333333,25,70.95,"Month-to-Month","Fiber Optic","No","No"
"0486-LGCCH",0.893333333333333,1,45.65,"Month-to-Month","Cable","No","No"
"0487-CRLZF",0.753333333333333,4,68.65,"Month-to-Month","DSL","No","No"
"0487-RPVUM",0.626666666666667,22,61.15,"Month-to-Month","DSL","Yes","No"
"0487-VVUVK",0.71,37,99.2,"One Year","Fiber Optic","Yes","Yes"
"0488-GSLFR",0.763333333333333,15,79.75,"Month-to-Month","Fiber Optic","No","No"
"0489-WMEMG",0.756666666666667,13,75.3,"One Year","Cable","No","No"
"0491-KAPQG",0.753333333333333,46,105.2,"One Year","Fiber Optic","Yes","Yes"
"0495-RVCBF",0.943333333333333,12,96,"Month-to-Month","Fiber Optic","No","No"
"0495-ZBNGW",0.803333333333333,7,40.1,"Month-to-Month","DSL","No","No"
"0496-AHOOK",0.663333333333333,22,79.2,"Month-to-Month","DSL","Yes","Yes"
"0504-HHAPI",0.816666666666667,15,85.9,"Month-to-Month","Fiber Optic","No","No"
"0505-SPOOW",0.806666666666667,47,85.3,"Month-to-Month","Cable","No","No"
"0506-LVNGN",0.993333333333333,1,84.85,"Month-to-Month","Fiber Optic","No","No"
"0506-YLVKJ",0.98,7,84.8,"Month-to-Month","Fiber Optic","No","No"
"0508-OOLTO",0.796666666666667,1,50.8,"Month-to-Month","DSL","No","No"
"0508-SQWPL",0.723333333333333,7,51,"Month-to-Month","Cable","Yes","No"
"0511-JTEOY",0.72,70,93.9,"Two Year","Fiber Optic","Yes","Yes"
"0512-FLFDW",0.826666666666667,1,55.2,"Month-to-Month","DSL","No","No"
"0513-RBGPE",0.75,6,44.4,"Month-to-Month","DSL","No","No"
"0515-YPMCW",0.78,4,50.85,"Month-to-Month","Cable","No","No"
"0516-OOHAR",0.713333333333333,39,95.55,"One Year","Fiber Optic","Yes","Yes"
"0516-QREYC",0.813333333333333,58,103.25,"One Year","Fiber Optic","No","No"
"0516-UXRMT",0.823333333333333,20,105.85,"Month-to-Month","Fiber Optic","No","No"
"0516-VRYBW",0.783333333333333,1,79.15,"Month-to-Month","Fiber Optic","No","No"
"0516-WJVXC",0.863333333333333,2,70.2,"Month-to-Month","Fiber Optic","No","No"
"0519-DRGTI",0.94,4,99.6,"Month-to-Month","Fiber Optic","Yes","No"
"0519-XUZJU",0.966666666666667,14,74.3,"Month-to-Month","Fiber Optic","No","No"
"0520-FDVVT",0.8,10,33.9,"Month-to-Month","DSL","No","No"
"0523-VNGTF",0.836666666666667,16,89.45,"Month-to-Month","Fiber Optic","No","No"
"0524-IAVZO",0.72,1,19.9,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0526-SXDJP",0.84,23,90,"Month-to-Month","Fiber Optic","Yes","No"
"0529-ONKER",0.626666666666667,57,70.1,"One Year","DSL","Yes","No"
"0530-IJVDB",0.743333333333333,9,94.85,"Month-to-Month","Fiber Optic","No","Yes"
"0531-XBKMM",0.643333333333333,28,103.3,"Month-to-Month","Fiber Optic","No","Yes"
"0531-ZZJWQ",0.866666666666667,36,84.75,"Month-to-Month","Fiber Optic","No","No"
"0533-BNWKF",0.856666666666667,5,104.1,"Month-to-Month","Fiber Optic","No","No"
"0533-UCAAU",0.64,2,44.35,"Month-to-Month","DSL","No","No"
"0536-ACXIP",0.87,6,84.85,"Month-to-Month","Fiber Optic","No","No"
"0536-BGFMZ",0.783333333333333,62,100.15,"One Year","Fiber Optic","No","No"
"0536-ESJEP",0.793333333333333,1,53.5,"Month-to-Month","DSL","No","No"
"0537-QYZZN",0.73,4,49.35,"Month-to-Month","DSL","Yes","No"
"0541-FITGH",0.876666666666667,8,80.45,"Month-to-Month","Fiber Optic","No","No"
"0547-HURJB",0.85,13,70.15,"Month-to-Month","Fiber Optic","No","No"
"0549-CYCQN",0.876666666666667,41,111.95,"One Year","Cable","No","Yes"
"0550-DCXLH",0.753333333333333,59,110.15,"One Year","Fiber Optic","Yes","No"
"0556-FJEGU",0.69,10,34.7,"Month-to-Month","DSL","No","No"
"0557-ASKVU",0.793333333333333,24,-1,"Month-to-Month","Fiber Optic","No","No"
"0559-CKHUS",0.823333333333333,22,54.45,"Month-to-Month","DSL","Yes","No"
"0562-FGDCR",0.94,6,98.25,"Month-to-Month","Fiber Optic","No","No"
"0562-HKHML",0.84,1,70.3,"Month-to-Month","Fiber Optic","No","No"
"0562-KBDVM",0.956666666666667,12,98.1,"Month-to-Month","Fiber Optic","No","No"
"0564-JJHGS",0.813333333333333,40,55.8,"Month-to-Month","Cable","Yes","No"
"0564-MUUQK",0.936666666666667,5,92.5,"Month-to-Month","Fiber Optic","No","No"
"0565-IYCGT",0.673333333333333,1,74.3,"Month-to-Month","Fiber Optic","No","Yes"
"0565-JUPYD",0.736666666666667,6,91,"Month-to-Month","Fiber Optic","No","No"
"0567-GGCAC",0.79,40,101.85,"Month-to-Month","Fiber Optic","Yes","No"
"0567-XRHCU",0.906666666666667,41,83.75,"Month-to-Month","Fiber Optic","Yes","No"
"0568-ONFPC",0.663333333333333,1,20.65,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0570-BFQHT",0.763333333333333,10,70,"Month-to-Month","Fiber Optic","No","No"
"0572-ZJKLT",0.923333333333333,2,35.1,"Month-to-Month","DSL","No","No"
"0575-CUQOV",0.746666666666667,4,44.55,"Month-to-Month","Cable","No","No"
"0576-WNXXC",0.993333333333333,1,69.55,"Month-to-Month","Fiber Optic","No","No"
"0577-WHMEV",0.98,1,79.5,"Month-to-Month","Fiber Optic","No","No"
"0578-SKVMF",0.953333333333333,2,75.45,"Month-to-Month","Fiber Optic","No","No"
"0580-PIQHM",0.746666666666667,38,99.25,"Month-to-Month","Fiber Optic","No","No"
"0581-BXBUB",0.963333333333333,17,76.45,"Month-to-Month","Fiber Optic","No","No"
"0581-MDMPW",0.67,71,93.7,"Two Year","Fiber Optic","No","No"
"0582-AVCLN",0.646666666666667,61,94.1,"Two Year","Fiber Optic","No","Yes"
"0584-BJQGZ",0.803333333333333,1,24.05,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0585-EGDDA",0.833333333333333,4,70.2,"Month-to-Month","Fiber Optic","No","No"
"0587-DMGBH",0.84,37,99.5,"Month-to-Month","Fiber Optic","No","No"
"0594-UFTUL",0.773333333333333,3,24.75,"Month-to-Month","DSL","No","No"
"0595-ITUDF",0.77,6,30.5,"Month-to-Month","DSL","No","No"
"0596-BQCEQ",0.973333333333333,1,77.15,"Month-to-Month","Fiber Optic","No","No"
"0599-XNYDO",0.846666666666667,12,100.15,"Month-to-Month","Fiber Optic","No","No"
"0601-WZHJF",0.903333333333333,4,81,"Month-to-Month","Fiber Optic","No","No"
"0602-DDUML",0.906666666666667,1,70.15,"Month-to-Month","Fiber Optic","No","No"
"0603-OLQDC",0.853333333333333,4,50.9,"Month-to-Month","DSL","No","No"
"0603-TPMIB",0.836666666666667,66,100.05,"Month-to-Month","Fiber Optic","No","Yes"
"0604-THJFP",0.986666666666667,1,69.6,"Month-to-Month","Fiber Optic","No","No"
"0607-DAAHE",0.886666666666667,4,48.55,"Month-to-Month","DSL","No","No"
"0607-MVMGC",0.693333333333333,3,46.1,"Month-to-Month","DSL","No","No"
"0608-JDVEC",0.823333333333333,27,79.5,"Month-to-Month","Fiber Optic","No","Yes"
"0611-DFXKO",0.953333333333333,9,85.05,"Month-to-Month","Fiber Optic","No","No"
"0612-RTZZA",0.91,7,94.25,"Month-to-Month","Fiber Optic","No","No"
"0613-WUXUM",0.736666666666667,15,74.45,"Month-to-Month","Fiber Optic","No","No"
"0616-ATFGB",0.9,4,100.2,"Month-to-Month","Fiber Optic","No","No"
"0617-AQNWT",0.793333333333333,26,84.95,"Month-to-Month","Fiber Optic","No","No"
"0617-FHSGK",0.676666666666667,67,111.3,"One Year","Fiber Optic","Yes","No"
"0618-XWMSS",0.886666666666667,10,95.35,"Month-to-Month","Fiber Optic","No","No"
"0619-OLYUR",0.78,1,25.15,"Month-to-Month","DSL","No","No"
"0620-DLSLK",0.956666666666667,6,91.1,"Month-to-Month","Fiber Optic","No","No"
"0620-XEFWH",0.773333333333333,29,84.45,"Month-to-Month","Fiber Optic","Yes","No"
"0621-CXBKL",0.623333333333333,30,91.7,"Month-to-Month","Fiber Optic","Yes","No"
"0621-HJWXJ",0.69,25,89.1,"Month-to-Month","Fiber Optic","No","No"
"0621-JFHOL",0.876666666666667,9,85.35,"Month-to-Month","Fiber Optic","No","No"
"0621-TSSMU",0.766666666666667,1,25.7,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0621-TWIEM",0.813333333333333,4,46,"Month-to-Month","Cable","No","No"
"0623-EJQEG",0.916666666666667,2,94,"Month-to-Month","Fiber Optic","No","No"
"0623-GDISB",0.93,1,49.55,"Month-to-Month","Cable","Yes","No"
"0623-IIHUG",0.666666666666667,64,105.65,"One Year","Fiber Optic","No","Yes"
"0625-AFOHS",0.97,1,90.75,"Month-to-Month","Fiber Optic","No","No"
"0626-QXNGV",0.913333333333333,2,45.25,"Month-to-Month","DSL","No","No"
"0628-CNQRM",0.976666666666667,2,80.55,"Month-to-Month","Fiber Optic","No","No"
"0634-SZPQA",0.726666666666667,63,99.9,"One Year","Fiber Optic","No","No"
"0635-WKOLD",0.853333333333333,10,95.2,"Month-to-Month","Fiber Optic","No","No"
"0637-KVDLV",0.84,9,77.65,"Month-to-Month","Fiber Optic","No","No"
"0637-UBJRP",0.94,2,74.7,"Month-to-Month","Fiber Optic","No","No"
"0637-YLETY",0.893333333333333,15,83.05,"Month-to-Month","Fiber Optic","No","Yes"
"0639-TSIQW",0.973333333333333,1,78.05,"Month-to-Month","Fiber Optic","No","No"
"0640-YJTPY",0.66,53,60.45,"One Year","DSL","No","Yes"
"0641-EVBOJ",0.876666666666667,5,70.25,"Month-to-Month","Fiber Optic","No","No"
"0643-OKLRP",0.683333333333333,13,45.55,"Month-to-Month","DSL","Yes","Yes"
"0644-OQMDK",0.703333333333333,4,-8,"Month-to-Month","Cable","No","No"
"0650-BWOZN",0.9,1,45.05,"Month-to-Month","Cable","No","No"
"0654-HMSHN",0.653333333333333,71,108.05,"Two Year","Fiber Optic","Yes","Yes"
"0654-PQKDW",0.703333333333333,52,84.1,"Month-to-Month","Fiber Optic","Yes","No"
"0655-RBDUG",0.793333333333333,2,20.65,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0655-YDGFJ",0.96,24,93.15,"Month-to-Month","Cable","No","No"
"0657-DOGUM",0.903333333333333,2,46.05,"Month-to-Month","Cable","No","No"
"0661-KBKPA",0.863333333333333,41,99.8,"Month-to-Month","Fiber Optic","No","No"
"0661-KQHNK",0.77,14,87.25,"Month-to-Month","Fiber Optic","No","No"
"0661-WCQNQ",0.943333333333333,1,68.65,"Month-to-Month","Fiber Optic","No","No"
"0661-XEYAN",0.766666666666667,43,89.55,"Month-to-Month","Fiber Optic","No","No"
"0665-XHDJU",0.636666666666667,17,55.85,"One Year","DSL","No","No"
"0666-UXTJO",0.876666666666667,20,85.8,"Month-to-Month","Fiber Optic","No","No"
"0667-NSRGI",0.99,4,89.2,"Month-to-Month","Cable","No","No"
"0668-OGMHD",0.95,1,80.5,"Month-to-Month","Fiber Optic","No","No"
"0670-ANMUU",0.95,1,79.25,"Month-to-Month","Fiber Optic","No","No"
"0670-KDOMA",0.626666666666667,2,80.6,"Month-to-Month","Fiber Optic","No","No"
"0673-IGUQO",0.66,45,89.3,"Month-to-Month","Fiber Optic","No","No"
"0674-DGMAQ",0.756666666666667,40,84.85,"Month-to-Month","Fiber Optic","No","Yes"
"0674-EYYZV",0.796666666666667,1,20.25,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0674-GCDXG",0.823333333333333,35,70.3,"Month-to-Month","Fiber Optic","No","No"
"0675-NCDYU",0.686666666666667,63,107.5,"One Year","Fiber Optic","No","No"
"0678-RLHVP",0.663333333333333,72,117.8,"One Year","Fiber Optic","Yes","Yes"
"0679-IDSTG",0.773333333333333,25,34,"Month-to-Month","Cable","No","No"
"0679-TDGAK",0.7,39,55.9,"Month-to-Month","DSL","Yes","No"
"0680-DFNNY",0.736666666666667,4,76.65,"Month-to-Month","Fiber Optic","No","No"
"0682-USIXD",0.606666666666667,8,94.2,"Month-to-Month","Fiber Optic","No","No"
"0684-AOSIH",0.753333333333333,56,98.25,"One Year","Fiber Optic","No","No"
"0685-MLYYM",0.75,31,65.25,"Month-to-Month","Cable","Yes","Yes"
"0687-ZVTHB",0.73,1,50.6,"Month-to-Month","Cable","Yes","No"
"0689-DSXGL",0.906666666666667,4,80.8,"Month-to-Month","Fiber Optic","No","Yes"
"0689-NKYLF",0.96,5,85.3,"Month-to-Month","Fiber Optic","No","No"
"0690-SRQID",0.84,17,80.85,"Month-to-Month","Fiber Optic","No","No"
"0691-IFBQW",0.806666666666667,1,20.2,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0691-JVSYA",0.926666666666667,24,78.85,"Month-to-Month","Fiber Optic","Yes","No"
"0691-NIKRI",0.656666666666667,12,45.4,"Month-to-Month","DSL","No","No"
"0696-UKTOX",0.886666666666667,4,80.35,"Month-to-Month","Fiber Optic","No","No"
"0697-ZMSWS",0.633333333333333,2,45.15,"Month-to-Month","DSL","No","No"
"0699-NDKJM",0.743333333333333,10,100.6,"Month-to-Month","Fiber Optic","No","No"
"0701-RFGFI",0.643333333333333,2,51.4,"Month-to-Month","Cable","No","No"
"0701-TJSEF",0.753333333333333,36,91.95,"Month-to-Month","Fiber Optic","No","No"
"0702-PGIBZ",0.776666666666667,17,94.4,"Month-to-Month","Cable","Yes","No"
"0704-VCUMB",0.986666666666667,1,74.45,"Month-to-Month","Fiber Optic","No","No"
"0707-HOVVN",0.876666666666667,11,94,"Month-to-Month","Fiber Optic","No","No"
"0708-LGSMF",0.943333333333333,2,73.55,"Month-to-Month","Fiber Optic","No","No"
"0708-SJDIS",0.963333333333333,4,74.8,"Month-to-Month","Fiber Optic","No","No"
"0709-TVGUR",0.613333333333333,23,93.5,"Month-to-Month","Fiber Optic","No","No"
"0716-BQNDX",0.886666666666667,6,89.5,"Month-to-Month","Fiber Optic","No","No"
"0719-SYFRB",0.686666666666667,40,99.2,"One Year","Fiber Optic","No","Yes"
"0722-SVSFK",0.803333333333333,32,104.9,"Month-to-Month","Fiber Optic","No","Yes"
"0722-TROQR",0.83,55,98.8,"Month-to-Month","Fiber Optic","Yes","No"
"0723-DRCLG",0.816666666666667,2,94.2,"Month-to-Month","Fiber Optic","No","No"
"0723-FDLAY",0.803333333333333,33,86.15,"Month-to-Month","Fiber Optic","No","No"
"0723-VSOBE",0.966666666666667,1,89.9,"Month-to-Month","Fiber Optic","No","No"
"0725-CXOTM",0.76,9,44.95,"Month-to-Month","DSL","No","No"
"0727-BMPLR",0.703333333333333,48,34.7,"One Year","DSL","No","No"
"0727-BNRLG",0.893333333333333,10,94.85,"Month-to-Month","Fiber Optic","No","No"
"0727-IWKVK",0.956666666666667,1,85.8,"Month-to-Month","Fiber Optic","No","No"
"0730-BGQGF",0.87,3,95.2,"Month-to-Month","Fiber Optic","No","No"
"0730-KOAVE",0.706666666666667,41,102.6,"One Year","Fiber Optic","No","Yes"
"0731-EBJQB",0.9,1,55.4,"Month-to-Month","Cable","No","No"
"0732-OCQOC",0.883333333333333,1,69.95,"Month-to-Month","Fiber Optic","No","No"
"0733-VUNUW",0.993333333333333,1,88.8,"Month-to-Month","Fiber Optic","No","No"
"0734-OXWBT",0.873333333333333,7,73.75,"Month-to-Month","Fiber Optic","No","No"
"0739-UUAJR",0.883333333333333,5,75.9,"Month-to-Month","Fiber Optic","No","No"
"0742-LAFQK",0.713333333333333,1,43.95,"Month-to-Month","Cable","No","No"
"0742-MOABM",0.96,1,35.45,"Month-to-Month","DSL","No","No"
"0742-NXBGR",0.74,67,87.4,"One Year","Cable","No","No"
"0743-HNPFG",0.713333333333333,12,78.1,"Month-to-Month","Fiber Optic","No","No"
"0743-HRVFF",0.966666666666667,2,86.85,"Month-to-Month","Fiber Optic","No","No"
"0744-BIKKF",0.696666666666667,60,90.95,"One Year","Fiber Optic","No","No"
"0744-GKNGE",0.813333333333333,8,85.2,"Month-to-Month","Fiber Optic","No","No"
"0746-JTRFU",0.72,57,44.85,"Month-to-Month","Cable","No","No"
"0748-RDGGM",0.836666666666667,6,85.35,"Month-to-Month","Fiber Optic","No","No"
"0749-IRGQE",0.693333333333333,56,94.45,"Month-to-Month","Fiber Optic","No","Yes"
"0750-EBAIU",0.796666666666667,13,88.35,"Month-to-Month","Fiber Optic","No","No"
"0750-EKNGL",0.806666666666667,6,49.15,"Month-to-Month","DSL","No","Yes"
"0754-EEBDC",0.94,2,96,"Month-to-Month","Fiber Optic","No","No"
"0754-UKWQP",0.84,1,45.85,"Month-to-Month","DSL","No","No"
"0756-MPZRL",0.926666666666667,1,71.35,"Month-to-Month","Cable","No","No"
"0757-WCUUZ",0.95,1,100.25,"Month-to-Month","Fiber Optic","No","No"
"0761-AETCS",0.73,1,91.7,"Month-to-Month","Fiber Optic","No","Yes"
"0769-MURVM",0.676666666666667,68,110,"Two Year","Fiber Optic","No","Yes"
"0771-CHWSK",0.783333333333333,50,84.4,"Month-to-Month","Fiber Optic","No","No"
"0771-WLCLA",0.946666666666667,3,84.75,"Month-to-Month","Fiber Optic","No","No"
"0772-GYEQQ",0.876666666666667,57,95.25,"Month-to-Month","Fiber Optic","No","No"
"0774-IFUVM",0.793333333333333,39,75.25,"Month-to-Month","Fiber Optic","No","No"
"0774-RMNUW",0.883333333333333,17,70.4,"Month-to-Month","Fiber Optic","No","No"
"0778-NELLA",0.896666666666667,8,94.45,"Month-to-Month","Fiber Optic","No","No"
"0780-XNZFN",0.823333333333333,26,83.95,"Month-to-Month","Fiber Optic","No","No"
"0781-LKXBR",0.783333333333333,8,74.5,"Month-to-Month","Fiber Optic","Yes","No"
"0784-GTUUK",0.786666666666667,1,70.25,"Month-to-Month","Fiber Optic","No","No"
"0784-ZQJZX",0.936666666666667,10,85.55,"Month-to-Month","Fiber Optic","No","No"
"0786-IVLAW",0.966666666666667,4,78.45,"Month-to-Month","Fiber Optic","No","No"
"0786-VSSUD",0.94,19,88.2,"Month-to-Month","Fiber Optic","No","No"
"0787-LHDYT",0.913333333333333,39,95.65,"Month-to-Month","Fiber Optic","No","No"
"0788-DXBFY",0.916666666666667,1,75.05,"Month-to-Month","Fiber Optic","No","No"
"0793-TWELN",0.66,37,28.6,"Month-to-Month","DSL","No","Yes"
"0794-YVSGE",0.853333333333333,1,76.4,"Month-to-Month","Fiber Optic","No","No"
"0795-GMVQO",0.833333333333333,29,79.3,"Month-to-Month","Fiber Optic","No","Yes"
"0795-LAFGP",0.806666666666667,15,76,"Month-to-Month","Fiber Optic","No","No"
"0795-XCCTE",0.95,5,45.7,"Month-to-Month","DSL","No","No"
"0799-DDIHE",0.893333333333333,35,95.45,"Month-to-Month","Fiber Optic","No","No"
"0804-XBFBV",0.963333333333333,6,95.75,"Month-to-Month","Fiber Optic","No","No"
"0804-YGEQV",0.84,3,50.6,"Month-to-Month","Cable","No","No"
"0807-ZABDG",0.713333333333333,34,109.8,"Month-to-Month","Fiber Optic","Yes","No"
"0810-BDHAW",0.846666666666667,1,49.95,"Month-to-Month","Cable","No","No"
"0810-DHDBD",0.82,33,110.45,"Month-to-Month","Fiber Optic","No","Yes"
"0811-GSDTP",0.943333333333333,18,48.35,"Month-to-Month","DSL","No","No"
"0812-WUPTB",0.74,28,92.35,"Month-to-Month","Fiber Optic","Yes","No"
"0813-TAXXS",0.97,16,86.6,"Month-to-Month","Fiber Optic","No","No"
"0815-MFZGM",0.823333333333333,13,89.4,"Month-to-Month","Fiber Optic","No","Yes"
"0816-TSPHQ",0.86,4,70.9,"Month-to-Month","Fiber Optic","No","No"
"0817-HSUSE",0.866666666666667,5,94.85,"Month-to-Month","Fiber Optic","No","No"
"0818-OCPZO",0.83,8,105.5,"Month-to-Month","Fiber Optic","No","No"
"0820-FNRNX",0.75,25,100.25,"Month-to-Month","Fiber Optic","No","No"
"0822-GAVAP",0.926666666666667,12,91.3,"Month-to-Month","Fiber Optic","No","No"
"0822-QGCXA",0.706666666666667,21,69.1,"Month-to-Month","Fiber Optic","No","No"
"0823-HSCDJ",0.626666666666667,55,57.55,"Two Year","DSL","Yes","Yes"
"0824-VWDPO",0.736666666666667,2,65.7,"Month-to-Month","DSL","No","No"
"0825-CPPQH",0.743333333333333,2,79.55,"Month-to-Month","Fiber Optic","No","No"
"0827-ITJPH",0.98,1,71,"Month-to-Month","Fiber Optic","No","No"
"0829-DDVLK",0.723333333333333,58,108.85,"One Year","Fiber Optic","Yes","No"
"0829-XXPLX",0.78,15,51.55,"Month-to-Month","DSL","No","No"
"0831-JNISG",0.93,1,69.35,"Month-to-Month","Fiber Optic","No","No"
"0835-DUUIQ",0.866666666666667,6,99.95,"Month-to-Month","Fiber Optic","No","Yes"
"0835-JKADZ",0.77,58,45.3,"Month-to-Month","DSL","No","No"
"0836-SEYLU",0.866666666666667,16,100,"Month-to-Month","Cable","No","No"
"0839-JTCUD",0.91,8,74.5,"Month-to-Month","Fiber Optic","No","No"
"0839-QNXME",0.96,1,70.05,"Month-to-Month","Fiber Optic","No","No"
"0840-DCNZE",0.716666666666667,4,70.5,"Month-to-Month","Fiber Optic","No","No"
"0840-DFEZH",0.666666666666667,15,96.3,"Month-to-Month","Fiber Optic","Yes","Yes"
"0841-NULXI",0.913333333333333,3,75.85,"Month-to-Month","Fiber Optic","No","No"
"0842-IWYCP",0.733333333333333,37,64.75,"Month-to-Month","Cable","No","No"
"0843-WTBXE",0.686666666666667,22,69.5,"One Year","DSL","No","No"
"0847-HGRML",0.776666666666667,32,85.3,"Month-to-Month","Fiber Optic","No","No"
"0848-SOMKO",0.863333333333333,3,29.6,"Month-to-Month","Cable","No","No"
"0848-ZGQIJ",0.64,15,86.2,"Month-to-Month","Fiber Optic","Yes","No"
"0851-DFJKB",0.746666666666667,33,83.35,"Month-to-Month","Fiber Optic","No","No"
"0853-NWIFK",0.97,1,74.4,"Month-to-Month","Fiber Optic","No","No"
"0853-TWRVK",0.766666666666667,1,45.55,"Month-to-Month","DSL","No","No"
"0854-UYHZD",0.75,65,109.15,"Month-to-Month","Fiber Optic","No","Yes"
"0856-NAOES",0.68,10,44.85,"Month-to-Month","DSL","No","No"
"0859-YGKFW",0.893333333333333,1,55,"Month-to-Month","Cable","No","No"
"0862-PRCBS",0.89,8,95.65,"Month-to-Month","Fiber Optic","No","No"
"0864-FVJNJ",0.676666666666667,35,85.95,"One Year","Cable","Yes","Yes"
"0866-QLSIR",0.983333333333333,13,106.9,"Month-to-Month","Cable","No","No"
"0867-LDTTC",0.936666666666667,14,100.2,"Month-to-Month","Fiber Optic","No","No"
"0867-MKZVY",0.756666666666667,9,71,"Month-to-Month","Fiber Optic","No","No"
"0868-VJRDR",0.866666666666667,1,75.3,"Month-to-Month","Fiber Optic","Yes","No"
"0869-PAPRP",0.886666666666667,31,89.9,"Month-to-Month","Fiber Optic","No","No"
"0870-VEMYL",0.983333333333333,7,95.6,"Month-to-Month","Cable","No","No"
"0871-OPBXW",0.696666666666667,3,55.35,"Month-to-Month","DSL","Yes","No"
"0871-URUWO",0.773333333333333,15,101.25,"Month-to-Month","Fiber Optic","No","No"
"0872-CASZJ",0.633333333333333,1,46.2,"Month-to-Month","DSL","No","No"
"0872-JCPIB",0.936666666666667,4,80.6,"Month-to-Month","Fiber Optic","No","Yes"
"0872-NXJYS",0.916666666666667,36,84.1,"Month-to-Month","Fiber Optic","No","No"
"0875-CABNR",0.946666666666667,2,30.4,"Month-to-Month","DSL","No","No"
"0876-WDUUZ",0.79,14,71,"Month-to-Month","Fiber Optic","No","No"
"0877-SDMBN",0.803333333333333,6,50.8,"Month-to-Month","DSL","No","Yes"
"0880-FVFWF",0.69,58,104.65,"One Year","Fiber Optic","No","Yes"
"0880-TKATG",0.983333333333333,1,74.25,"Month-to-Month","Fiber Optic","No","No"
"0883-EIBTI",0.9,42,74.15,"Month-to-Month","Fiber Optic","Yes","No"
"0885-HMGPY",0.956666666666667,1,69.1,"Month-to-Month","Fiber Optic","No","No"
"0886-QGENL",0.843333333333333,2,70.95,"Month-to-Month","Fiber Optic","No","No"
"0887-HJGAR",0.99,1,88.35,"Month-to-Month","Fiber Optic","No","No"
"0887-WBJVH",0.973333333333333,6,82.85,"Month-to-Month","Fiber Optic","No","No"
"0895-DQHEW",0.816666666666667,11,96.2,"Month-to-Month","Fiber Optic","Yes","Yes"
"0895-LMRSF",0.883333333333333,21,82.35,"Month-to-Month","Fiber Optic","No","No"
"0895-LNKRC",0.796666666666667,1,74.6,"Month-to-Month","Fiber Optic","No","No"
"0895-UADGO",0.77,2,67.75,"Month-to-Month","Fiber Optic","No","No"
"0897-FEGMU",0.766666666666667,1,35.05,"Month-to-Month","DSL","No","No"
"0898-XCGTF",0.936666666666667,2,44.15,"Month-to-Month","DSL","No","No"
"0899-LIIBW",0.923333333333333,16,71.8,"Month-to-Month","Fiber Optic","No","No"
"0899-WZRSD",0.916666666666667,32,106.35,"Month-to-Month","Fiber Optic","No","No"
"0902-RFHOF",0.973333333333333,1,74.7,"Month-to-Month","Fiber Optic","No","No"
"0902-XKXPN",0.9,57,100.6,"Month-to-Month","Fiber Optic","No","No"
"0906-QVPMS",0.69,20,90.7,"Month-to-Month","Fiber Optic","No","No"
"0907-HQNTS",0.97,1,36.45,"Month-to-Month","Cable","No","No"
"0909-SDHNU",0.943333333333333,56,100.65,"Month-to-Month","Cable","No","No"
"0909-SELIE",0.993333333333333,13,95.05,"Month-to-Month","Fiber Optic","No","No"
"0913-XWSCN",0.696666666666667,1,23.45,"Month-to-Month","DSL","No","No"
"0916-KNFAJ",0.816666666666667,7,69.95,"Month-to-Month","Fiber Optic","No","No"
"0916-QOFDP",0.903333333333333,1,89.15,"Month-to-Month","Fiber Optic","No","No"
"0917-EZOLA",0.67,1,20.55,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0921-OHLVP",0.783333333333333,50,103.85,"Month-to-Month","Fiber Optic","No","No"
"0923-PNFUB",0.73,7,99.8,"Month-to-Month","Fiber Optic","No","No"
"0924-BJCRC",0.7,31,79.85,"Month-to-Month","Fiber Optic","No","Yes"
"0925-VYDLG",0.853333333333333,3,34.25,"Month-to-Month","Cable","Yes","Yes"
